hcp_id,product,year_month,num_prescriptions,total_units
HCP00001,Immunoboost,2024-03,3,189
HCP00001,Painrelief,2024-03,4,248
HCP00001,Diabetreat,2024-04,4,240
HCP00001,Neuroheal,2024-04,2,172
HCP00001,Immunoboost,2024-04,3,177
HCP00001,Painrelief,2024-04,4,244
HCP00001,Diabetreat,2024-05,5,420
HCP00001,Neuroheal,2024-05,3,264
HCP00001,Immunoboost,2024-05,3,207
HCP00001,Painrelief,2024-05,5,195
HCP00001,Diabetreat,2024-06,6,228
HCP00001,Neuroheal,2024-06,5,165
HCP00001,Immunoboost,2024-06,3,108
HCP00001,Painrelief,2024-06,5,190
HCP00001,Diabetreat,2024-07,3,138
HCP00001,Neuroheal,2024-07,2,76
HCP00001,Immunoboost,2024-07,3,222
HCP00001,Painrelief,2024-07,4,352
HCP00001,Diabetreat,2024-08,5,375
HCP00001,Neuroheal,2024-08,4,288
HCP00001,Immunoboost,2024-08,4,216
HCP00001,Painrelief,2024-08,2,128
HCP00001,Diabetreat,2024-09,4,184
HCP00001,Neuroheal,2024-09,3,249
HCP00001,Immunoboost,2024-09,2,132
HCP00001,Painrelief,2024-09,3,105
HCP00001,Diabetreat,2024-10,3,198
HCP00001,Neuroheal,2024-10,4,300
HCP00001,Immunoboost,2024-10,1,47
HCP00001,Painrelief,2024-10,6,426
HCP00001,Diabetreat,2024-11,4,268
HCP00001,Neuroheal,2024-11,3,138
HCP00001,Immunoboost,2024-11,5,250
HCP00001,Painrelief,2024-11,5,250
HCP00001,Diabetreat,2024-12,6,348
HCP00001,Neuroheal,2024-12,2,82
HCP00001,Immunoboost,2024-12,4,284
HCP00001,Painrelief,2024-12,4,240
HCP00002,Cardiofix,2023-01,2,118
HCP00002,Neuroheal,2023-01,1,53
HCP00002,Immunoboost,2023-01,2,154
HCP00002,Cardiofix,2023-02,5,305
HCP00002,Diabetreat,2023-02,2,100
HCP00002,Neuroheal,2023-02,1,69
HCP00002,Immunoboost,2023-02,6,444
HCP00002,Cardiofix,2023-03,4,232
HCP00002,Diabetreat,2023-03,1,72
HCP00002,Neuroheal,2023-03,1,66
HCP00002,Immunoboost,2023-03,3,153
HCP00002,Cardiofix,2023-04,6,246
HCP00002,Diabetreat,2023-04,1,83
HCP00002,Neuroheal,2023-04,1,32
HCP00002,Immunoboost,2023-04,4,328
HCP00002,Cardiofix,2023-05,3,147
HCP00002,Diabetreat,2023-05,1,37
HCP00002,Neuroheal,2023-05,1,34
HCP00002,Immunoboost,2023-05,3,111
HCP00002,Cardiofix,2023-06,4,352
HCP00002,Diabetreat,2023-06,1,30
HCP00002,Neuroheal,2023-06,2,142
HCP00002,Immunoboost,2023-06,3,249
HCP00002,Cardiofix,2023-07,4,356
HCP00002,Diabetreat,2023-07,1,70
HCP00002,Neuroheal,2023-07,1,60
HCP00002,Immunoboost,2023-07,2,144
HCP00002,Cardiofix,2023-08,2,70
HCP00002,Diabetreat,2023-08,1,88
HCP00002,Neuroheal,2023-08,1,74
HCP00002,Immunoboost,2023-08,2,108
HCP00002,Cardiofix,2023-09,2,68
HCP00002,Immunoboost,2023-09,1,77
HCP00002,Cardiofix,2023-10,6,360
HCP00002,Neuroheal,2023-10,2,120
HCP00002,Immunoboost,2023-10,1,49
HCP00002,Cardiofix,2023-11,4,152
HCP00002,Diabetreat,2023-11,1,58
HCP00002,Neuroheal,2023-11,1,67
HCP00002,Immunoboost,2023-11,4,168
HCP00002,Cardiofix,2023-12,4,196
HCP00002,Diabetreat,2023-12,1,40
HCP00002,Neuroheal,2023-12,1,57
HCP00002,Immunoboost,2023-12,4,248
HCP00002,Cardiofix,2024-01,3,129
HCP00002,Diabetreat,2024-01,1,50
HCP00002,Neuroheal,2024-01,1,40
HCP00002,Immunoboost,2024-01,5,445
HCP00002,Cardiofix,2024-02,5,245
HCP00002,Diabetreat,2024-02,2,68
HCP00002,Neuroheal,2024-02,1,44
HCP00002,Immunoboost,2024-02,6,378
HCP00002,Cardiofix,2024-03,6,312
HCP00002,Diabetreat,2024-03,1,82
HCP00002,Neuroheal,2024-03,2,98
HCP00002,Immunoboost,2024-03,3,99
HCP00002,Cardiofix,2024-04,4,252
HCP00002,Diabetreat,2024-04,2,76
HCP00002,Neuroheal,2024-04,1,45
HCP00002,Immunoboost,2024-04,4,120
HCP00002,Cardiofix,2024-05,3,102
HCP00002,Diabetreat,2024-05,1,53
HCP00002,Neuroheal,2024-05,1,67
HCP00002,Immunoboost,2024-05,3,102
HCP00002,Cardiofix,2024-06,4,228
HCP00002,Diabetreat,2024-06,1,51
HCP00002,Neuroheal,2024-06,2,160
HCP00002,Immunoboost,2024-06,3,168
HCP00002,Cardiofix,2024-07,3,198
HCP00002,Diabetreat,2024-07,1,73
HCP00002,Neuroheal,2024-07,1,57
HCP00002,Immunoboost,2024-07,2,116
HCP00002,Cardiofix,2024-08,2,80
HCP00002,Neuroheal,2024-08,1,88
HCP00002,Immunoboost,2024-08,2,98
HCP00002,Cardiofix,2024-09,6,432
HCP00002,Diabetreat,2024-09,1,42
HCP00002,Neuroheal,2024-09,2,172
HCP00002,Immunoboost,2024-09,3,177
HCP00002,Cardiofix,2024-10,4,140
HCP00002,Diabetreat,2024-10,1,77
HCP00002,Neuroheal,2024-10,1,36
HCP00002,Immunoboost,2024-10,2,152
HCP00002,Cardiofix,2024-11,4,300
HCP00002,Diabetreat,2024-11,1,62
HCP00002,Neuroheal,2024-11,1,73
HCP00002,Immunoboost,2024-11,3,228
HCP00002,Cardiofix,2024-12,3,150
HCP00002,Diabetreat,2024-12,1,89
HCP00002,Neuroheal,2024-12,1,80
HCP00002,Immunoboost,2024-12,6,312
HCP00003,Cardiofix,2023-01,2,86
HCP00003,Neuroheal,2023-01,1,88
HCP00003,Cardiofix,2023-02,3,192
HCP00003,Neuroheal,2023-02,4,300
HCP00003,Painrelief,2023-02,1,59
HCP00003,Cardiofix,2023-03,4,340
HCP00003,Diabetreat,2023-03,1,54
HCP00003,Neuroheal,2023-03,2,166
HCP00003,Painrelief,2023-03,1,77
HCP00003,Cardiofix,2023-04,3,240
HCP00003,Diabetreat,2023-04,1,52
HCP00003,Neuroheal,2023-04,3,180
HCP00003,Painrelief,2023-04,1,74
HCP00003,Cardiofix,2023-05,1,44
HCP00003,Diabetreat,2023-05,2,132
HCP00003,Neuroheal,2023-05,3,258
HCP00003,Painrelief,2023-05,1,78
HCP00003,Cardiofix,2023-06,3,117
HCP00003,Diabetreat,2023-06,1,77
HCP00003,Neuroheal,2023-06,4,172
HCP00003,Painrelief,2023-06,1,48
HCP00003,Cardiofix,2023-07,3,264
HCP00003,Diabetreat,2023-07,2,98
HCP00003,Neuroheal,2023-07,3,93
HCP00003,Painrelief,2023-07,1,51
HCP00003,Cardiofix,2023-08,3,186
HCP00003,Diabetreat,2023-08,1,49
HCP00003,Neuroheal,2023-08,5,295
HCP00003,Painrelief,2023-08,2,144
HCP00003,Cardiofix,2023-09,2,74
HCP00003,Neuroheal,2023-09,2,164
HCP00003,Painrelief,2023-09,1,40
HCP00003,Cardiofix,2023-10,2,164
HCP00003,Diabetreat,2023-10,1,48
HCP00003,Neuroheal,2023-10,1,50
HCP00003,Painrelief,2023-10,1,39
HCP00003,Cardiofix,2023-11,1,73
HCP00003,Diabetreat,2023-11,1,75
HCP00003,Neuroheal,2023-11,1,78
HCP00003,Cardiofix,2023-12,2,116
HCP00003,Diabetreat,2023-12,1,41
HCP00003,Neuroheal,2023-12,1,59
HCP00003,Painrelief,2023-12,1,79
HCP00003,Cardiofix,2024-01,4,292
HCP00003,Diabetreat,2024-01,1,38
HCP00003,Neuroheal,2024-01,1,31
HCP00003,Painrelief,2024-01,1,35
HCP00003,Cardiofix,2024-02,3,264
HCP00003,Diabetreat,2024-02,1,76
HCP00003,Neuroheal,2024-02,3,165
HCP00003,Cardiofix,2024-03,3,210
HCP00003,Diabetreat,2024-03,2,106
HCP00003,Neuroheal,2024-03,2,138
HCP00003,Painrelief,2024-03,1,63
HCP00003,Cardiofix,2024-04,2,110
HCP00003,Diabetreat,2024-04,1,67
HCP00003,Neuroheal,2024-04,3,240
HCP00003,Painrelief,2024-04,1,71
HCP00003,Cardiofix,2024-05,2,148
HCP00003,Diabetreat,2024-05,2,64
HCP00003,Neuroheal,2024-05,3,234
HCP00003,Painrelief,2024-05,1,31
HCP00003,Cardiofix,2024-06,3,255
HCP00003,Diabetreat,2024-06,1,40
HCP00003,Neuroheal,2024-06,5,220
HCP00003,Painrelief,2024-06,1,67
HCP00003,Cardiofix,2024-07,2,106
HCP00003,Neuroheal,2024-07,3,129
HCP00003,Painrelief,2024-07,1,54
HCP00003,Cardiofix,2024-08,2,134
HCP00003,Diabetreat,2024-08,1,51
HCP00003,Neuroheal,2024-08,2,72
HCP00003,Cardiofix,2024-09,3,141
HCP00003,Diabetreat,2024-09,2,120
HCP00003,Neuroheal,2024-09,3,222
HCP00003,Painrelief,2024-09,2,152
HCP00003,Cardiofix,2024-10,3,216
HCP00003,Diabetreat,2024-10,1,37
HCP00003,Neuroheal,2024-10,2,134
HCP00003,Painrelief,2024-10,1,32
HCP00003,Cardiofix,2024-11,3,138
HCP00003,Diabetreat,2024-11,1,88
HCP00003,Neuroheal,2024-11,3,207
HCP00003,Painrelief,2024-11,1,33
HCP00003,Cardiofix,2024-12,2,128
HCP00003,Diabetreat,2024-12,1,38
HCP00003,Neuroheal,2024-12,2,128
HCP00003,Painrelief,2024-12,1,32
HCP00004,Cardiofix,2023-01,1,80
HCP00004,Diabetreat,2023-01,2,72
HCP00004,Neuroheal,2023-01,1,63
HCP00004,Immunoboost,2023-01,4,172
HCP00004,Painrelief,2023-01,2,108
HCP00004,Cardiofix,2023-02,3,174
HCP00004,Diabetreat,2023-02,4,336
HCP00004,Neuroheal,2023-02,1,49
HCP00004,Immunoboost,2023-02,4,216
HCP00004,Painrelief,2023-02,3,105
HCP00004,Cardiofix,2023-03,2,144
HCP00004,Diabetreat,2023-03,2,178
HCP00004,Neuroheal,2023-03,1,71
HCP00004,Immunoboost,2023-03,3,201
HCP00004,Painrelief,2023-03,3,120
HCP00004,Cardiofix,2023-04,4,320
HCP00004,Diabetreat,2023-04,1,65
HCP00004,Immunoboost,2023-04,3,177
HCP00004,Painrelief,2023-04,1,40
HCP00004,Cardiofix,2023-05,3,264
HCP00004,Diabetreat,2023-05,1,60
HCP00004,Neuroheal,2023-05,1,80
HCP00004,Immunoboost,2023-05,5,295
HCP00004,Painrelief,2023-05,3,144
HCP00004,Cardiofix,2023-06,4,236
HCP00004,Diabetreat,2023-06,4,124
HCP00004,Neuroheal,2023-06,2,140
HCP00004,Immunoboost,2023-06,6,252
HCP00004,Painrelief,2023-06,3,210
HCP00004,Cardiofix,2023-07,3,216
HCP00004,Diabetreat,2023-07,3,96
HCP00004,Neuroheal,2023-07,1,70
HCP00004,Immunoboost,2023-07,4,336
HCP00004,Painrelief,2023-07,4,220
HCP00004,Cardiofix,2023-08,2,130
HCP00004,Diabetreat,2023-08,2,130
HCP00004,Neuroheal,2023-08,1,31
HCP00004,Immunoboost,2023-08,4,344
HCP00004,Painrelief,2023-08,3,252
HCP00004,Cardiofix,2023-09,1,40
HCP00004,Diabetreat,2023-09,1,72
HCP00004,Immunoboost,2023-09,2,172
HCP00004,Painrelief,2023-09,2,92
HCP00004,Cardiofix,2023-10,4,132
HCP00004,Diabetreat,2023-10,3,180
HCP00004,Neuroheal,2023-10,1,84
HCP00004,Immunoboost,2023-10,4,284
HCP00004,Painrelief,2023-10,4,320
HCP00004,Cardiofix,2023-11,3,207
HCP00004,Diabetreat,2023-11,3,156
HCP00004,Neuroheal,2023-11,1,65
HCP00004,Immunoboost,2023-11,9,531
HCP00004,Painrelief,2023-11,3,246
HCP00004,Cardiofix,2023-12,3,264
HCP00004,Diabetreat,2023-12,4,308
HCP00004,Neuroheal,2023-12,1,47
HCP00004,Immunoboost,2023-12,5,150
HCP00004,Painrelief,2023-12,2,72
HCP00004,Cardiofix,2024-01,3,126
HCP00004,Diabetreat,2024-01,3,93
HCP00004,Neuroheal,2024-01,1,46
HCP00004,Immunoboost,2024-01,8,440
HCP00004,Painrelief,2024-01,2,124
HCP00004,Cardiofix,2024-02,2,84
HCP00004,Diabetreat,2024-02,3,96
HCP00004,Neuroheal,2024-02,2,92
HCP00004,Immunoboost,2024-02,6,390
HCP00004,Painrelief,2024-02,3,156
HCP00004,Cardiofix,2024-03,1,41
HCP00004,Diabetreat,2024-03,2,130
HCP00004,Neuroheal,2024-03,1,44
HCP00004,Immunoboost,2024-03,6,306
HCP00004,Painrelief,2024-03,2,124
HCP00004,Cardiofix,2024-04,1,75
HCP00004,Diabetreat,2024-04,2,102
HCP00004,Neuroheal,2024-04,1,79
HCP00004,Immunoboost,2024-04,4,348
HCP00004,Painrelief,2024-04,3,165
HCP00004,Cardiofix,2024-05,1,43
HCP00004,Diabetreat,2024-05,1,71
HCP00004,Neuroheal,2024-05,1,47
HCP00004,Immunoboost,2024-05,2,108
HCP00004,Painrelief,2024-05,1,47
HCP00004,Cardiofix,2024-06,4,236
HCP00004,Diabetreat,2024-06,4,316
HCP00004,Neuroheal,2024-06,2,164
HCP00004,Immunoboost,2024-06,5,395
HCP00004,Painrelief,2024-06,3,243
HCP00004,Cardiofix,2024-07,3,195
HCP00004,Diabetreat,2024-07,2,94
HCP00004,Neuroheal,2024-07,2,140
HCP00004,Immunoboost,2024-07,4,176
HCP00004,Painrelief,2024-07,3,246
HCP00004,Cardiofix,2024-08,3,243
HCP00004,Diabetreat,2024-08,1,38
HCP00004,Neuroheal,2024-08,1,65
HCP00004,Immunoboost,2024-08,3,153
HCP00004,Painrelief,2024-08,2,128
HCP00004,Cardiofix,2024-09,3,216
HCP00004,Diabetreat,2024-09,3,129
HCP00004,Neuroheal,2024-09,2,68
HCP00004,Immunoboost,2024-09,6,354
HCP00004,Painrelief,2024-09,3,156
HCP00004,Cardiofix,2024-10,3,93
HCP00004,Diabetreat,2024-10,4,224
HCP00004,Neuroheal,2024-10,2,164
HCP00004,Immunoboost,2024-10,3,177
HCP00004,Painrelief,2024-10,3,171
HCP00004,Cardiofix,2024-11,3,255
HCP00004,Diabetreat,2024-11,3,210
HCP00004,Neuroheal,2024-11,1,75
HCP00004,Immunoboost,2024-11,5,270
HCP00004,Painrelief,2024-11,4,208
HCP00004,Cardiofix,2024-12,4,208
HCP00004,Diabetreat,2024-12,2,166
HCP00004,Neuroheal,2024-12,1,67
HCP00004,Immunoboost,2024-12,6,180
HCP00004,Painrelief,2024-12,4,300
HCP00005,Diabetreat,2023-01,1,70
HCP00005,Immunoboost,2023-01,2,136
HCP00005,Painrelief,2023-01,1,55
HCP00005,Diabetreat,2023-02,2,88
HCP00005,Immunoboost,2023-02,2,116
HCP00005,Painrelief,2023-02,2,68
HCP00005,Diabetreat,2023-03,1,36
HCP00005,Immunoboost,2023-03,2,126
HCP00005,Painrelief,2023-03,1,41
HCP00005,Diabetreat,2023-04,1,82
HCP00005,Immunoboost,2023-04,3,249
HCP00005,Painrelief,2023-04,2,152
HCP00005,Diabetreat,2023-05,1,88
HCP00005,Immunoboost,2023-05,4,272
HCP00005,Painrelief,2023-05,2,110
HCP00005,Diabetreat,2023-06,1,36
HCP00005,Immunoboost,2023-06,3,129
HCP00005,Painrelief,2023-06,1,52
HCP00005,Diabetreat,2023-07,1,80
HCP00005,Immunoboost,2023-07,3,90
HCP00005,Painrelief,2023-07,1,61
HCP00005,Diabetreat,2023-08,1,70
HCP00005,Immunoboost,2023-08,4,120
HCP00005,Painrelief,2023-08,1,78
HCP00005,Diabetreat,2023-09,1,50
HCP00005,Immunoboost,2023-09,3,156
HCP00005,Painrelief,2023-09,1,56
HCP00005,Diabetreat,2023-10,1,81
HCP00005,Immunoboost,2023-10,3,261
HCP00005,Painrelief,2023-10,2,178
HCP00005,Diabetreat,2023-11,1,80
HCP00005,Immunoboost,2023-11,4,132
HCP00005,Painrelief,2023-11,1,30
HCP00005,Diabetreat,2023-12,1,39
HCP00005,Immunoboost,2023-12,3,231
HCP00005,Painrelief,2023-12,1,49
HCP00005,Diabetreat,2024-01,1,40
HCP00005,Immunoboost,2024-01,5,410
HCP00005,Painrelief,2024-01,1,65
HCP00005,Diabetreat,2024-02,1,42
HCP00005,Immunoboost,2024-02,5,160
HCP00005,Painrelief,2024-02,1,81
HCP00005,Immunoboost,2024-03,4,300
HCP00005,Painrelief,2024-03,1,81
HCP00005,Diabetreat,2024-04,1,76
HCP00005,Immunoboost,2024-04,2,62
HCP00005,Painrelief,2024-04,2,138
HCP00005,Diabetreat,2024-05,1,54
HCP00005,Immunoboost,2024-05,3,93
HCP00005,Painrelief,2024-05,1,50
HCP00005,Diabetreat,2024-06,1,48
HCP00005,Immunoboost,2024-06,3,210
HCP00005,Painrelief,2024-06,1,63
HCP00005,Diabetreat,2024-07,1,65
HCP00005,Immunoboost,2024-07,2,88
HCP00005,Painrelief,2024-07,2,120
HCP00005,Immunoboost,2024-08,1,77
HCP00005,Painrelief,2024-08,1,57
HCP00005,Immunoboost,2024-09,2,80
HCP00005,Painrelief,2024-09,1,80
HCP00005,Diabetreat,2024-10,1,88
HCP00005,Immunoboost,2024-10,3,141
HCP00005,Painrelief,2024-10,1,65
HCP00005,Diabetreat,2024-11,1,83
HCP00005,Immunoboost,2024-11,3,252
HCP00005,Painrelief,2024-11,1,84
HCP00005,Diabetreat,2024-12,1,64
HCP00005,Immunoboost,2024-12,5,255
HCP00005,Painrelief,2024-12,1,63
HCP00006,Cardiofix,2023-01,3,144
HCP00006,Diabetreat,2023-01,2,104
HCP00006,Neuroheal,2023-01,1,53
HCP00006,Immunoboost,2023-01,3,102
HCP00006,Painrelief,2023-01,2,62
HCP00006,Cardiofix,2023-02,5,295
HCP00006,Diabetreat,2023-02,4,276
HCP00006,Neuroheal,2023-02,3,171
HCP00006,Immunoboost,2023-02,6,510
HCP00006,Painrelief,2023-02,5,340
HCP00006,Cardiofix,2023-03,6,366
HCP00006,Diabetreat,2023-03,3,102
HCP00006,Neuroheal,2023-03,4,156
HCP00006,Immunoboost,2023-03,5,415
HCP00006,Painrelief,2023-03,5,230
HCP00006,Cardiofix,2023-04,5,370
HCP00006,Diabetreat,2023-04,3,96
HCP00006,Neuroheal,2023-04,3,177
HCP00006,Immunoboost,2023-04,4,272
HCP00006,Painrelief,2023-04,4,308
HCP00006,Cardiofix,2023-05,4,332
HCP00006,Diabetreat,2023-05,3,225
HCP00006,Neuroheal,2023-05,2,180
HCP00006,Immunoboost,2023-05,4,172
HCP00006,Painrelief,2023-05,6,348
HCP00006,Cardiofix,2023-06,4,120
HCP00006,Diabetreat,2023-06,3,186
HCP00006,Neuroheal,2023-06,4,220
HCP00006,Immunoboost,2023-06,6,270
HCP00006,Painrelief,2023-06,5,225
HCP00006,Cardiofix,2023-07,3,129
HCP00006,Diabetreat,2023-07,3,249
HCP00006,Neuroheal,2023-07,4,132
HCP00006,Immunoboost,2023-07,6,516
HCP00006,Painrelief,2023-07,5,175
HCP00006,Cardiofix,2023-08,3,204
HCP00006,Diabetreat,2023-08,2,156
HCP00006,Neuroheal,2023-08,2,136
HCP00006,Immunoboost,2023-08,3,186
HCP00006,Painrelief,2023-08,3,201
HCP00006,Cardiofix,2023-09,5,260
HCP00006,Diabetreat,2023-09,1,83
HCP00006,Neuroheal,2023-09,1,45
HCP00006,Immunoboost,2023-09,3,123
HCP00006,Painrelief,2023-09,3,105
HCP00006,Cardiofix,2023-10,5,300
HCP00006,Diabetreat,2023-10,3,156
HCP00006,Neuroheal,2023-10,4,212
HCP00006,Immunoboost,2023-10,6,330
HCP00006,Painrelief,2023-10,5,170
HCP00006,Cardiofix,2023-11,3,204
HCP00006,Diabetreat,2023-11,3,90
HCP00006,Neuroheal,2023-11,3,141
HCP00006,Immunoboost,2023-11,7,511
HCP00006,Painrelief,2023-11,6,426
HCP00006,Cardiofix,2023-12,6,462
HCP00006,Diabetreat,2023-12,3,156
HCP00006,Neuroheal,2023-12,3,243
HCP00006,Immunoboost,2023-12,7,483
HCP00006,Painrelief,2023-12,4,240
HCP00006,Cardiofix,2024-01,5,265
HCP00006,Diabetreat,2024-01,3,261
HCP00006,Neuroheal,2024-01,1,78
HCP00006,Immunoboost,2024-01,7,294
HCP00006,Painrelief,2024-01,6,468
HCP00006,Cardiofix,2024-02,5,330
HCP00006,Diabetreat,2024-02,2,172
HCP00006,Neuroheal,2024-02,3,225
HCP00006,Immunoboost,2024-02,9,387
HCP00006,Painrelief,2024-02,5,245
HCP00006,Cardiofix,2024-03,2,76
HCP00006,Diabetreat,2024-03,1,39
HCP00006,Neuroheal,2024-03,3,213
HCP00006,Immunoboost,2024-03,3,111
HCP00006,Painrelief,2024-03,3,225
HCP00006,Cardiofix,2024-04,4,284
HCP00006,Diabetreat,2024-04,3,207
HCP00006,Neuroheal,2024-04,4,220
HCP00006,Immunoboost,2024-04,5,240
HCP00006,Painrelief,2024-04,3,198
HCP00006,Cardiofix,2024-05,5,230
HCP00006,Diabetreat,2024-05,3,180
HCP00006,Neuroheal,2024-05,3,117
HCP00006,Immunoboost,2024-05,5,190
HCP00006,Painrelief,2024-05,6,300
HCP00006,Cardiofix,2024-06,4,228
HCP00006,Diabetreat,2024-06,2,122
HCP00006,Neuroheal,2024-06,2,78
HCP00006,Immunoboost,2024-06,4,312
HCP00006,Painrelief,2024-06,5,400
HCP00006,Cardiofix,2024-07,2,138
HCP00006,Diabetreat,2024-07,2,158
HCP00006,Neuroheal,2024-07,2,150
HCP00006,Immunoboost,2024-07,2,106
HCP00006,Painrelief,2024-07,3,156
HCP00006,Cardiofix,2024-08,4,264
HCP00006,Diabetreat,2024-08,4,128
HCP00006,Neuroheal,2024-08,3,105
HCP00006,Immunoboost,2024-08,6,294
HCP00006,Painrelief,2024-08,5,395
HCP00006,Cardiofix,2024-09,3,174
HCP00006,Diabetreat,2024-09,2,142
HCP00006,Neuroheal,2024-09,2,122
HCP00006,Immunoboost,2024-09,3,108
HCP00006,Painrelief,2024-09,4,280
HCP00006,Cardiofix,2024-10,2,146
HCP00006,Diabetreat,2024-10,1,38
HCP00006,Neuroheal,2024-10,1,62
HCP00006,Immunoboost,2024-10,2,130
HCP00006,Painrelief,2024-10,3,207
HCP00006,Cardiofix,2024-11,5,160
HCP00006,Diabetreat,2024-11,3,174
HCP00006,Neuroheal,2024-11,3,237
HCP00006,Immunoboost,2024-11,3,252
HCP00006,Painrelief,2024-11,5,445
HCP00006,Cardiofix,2024-12,2,112
HCP00006,Diabetreat,2024-12,2,138
HCP00006,Neuroheal,2024-12,3,201
HCP00006,Immunoboost,2024-12,4,264
HCP00006,Painrelief,2024-12,4,128
HCP00007,Cardiofix,2023-01,1,49
HCP00007,Diabetreat,2023-01,2,178
HCP00007,Neuroheal,2023-01,1,52
HCP00007,Immunoboost,2023-01,3,135
HCP00007,Painrelief,2023-01,3,246
HCP00007,Diabetreat,2023-02,2,140
HCP00007,Neuroheal,2023-02,1,68
HCP00007,Immunoboost,2023-02,5,410
HCP00007,Painrelief,2023-02,2,154
HCP00007,Cardiofix,2023-03,1,80
HCP00007,Diabetreat,2023-03,2,76
HCP00007,Neuroheal,2023-03,1,78
HCP00007,Immunoboost,2023-03,6,408
HCP00007,Painrelief,2023-03,6,450
HCP00007,Cardiofix,2023-04,1,56
HCP00007,Diabetreat,2023-04,2,132
HCP00007,Neuroheal,2023-04,1,56
HCP00007,Immunoboost,2023-04,5,305
HCP00007,Painrelief,2023-04,5,320
HCP00007,Cardiofix,2023-05,2,96
HCP00007,Diabetreat,2023-05,3,192
HCP00007,Neuroheal,2023-05,2,82
HCP00007,Immunoboost,2023-05,4,180
HCP00007,Painrelief,2023-05,5,205
HCP00007,Cardiofix,2023-06,2,98
HCP00007,Diabetreat,2023-06,2,60
HCP00007,Neuroheal,2023-06,1,35
HCP00007,Immunoboost,2023-06,5,340
HCP00007,Painrelief,2023-06,5,330
HCP00007,Cardiofix,2023-07,1,33
HCP00007,Diabetreat,2023-07,2,174
HCP00007,Neuroheal,2023-07,1,76
HCP00007,Immunoboost,2023-07,3,105
HCP00007,Painrelief,2023-07,3,117
HCP00007,Cardiofix,2023-08,1,72
HCP00007,Diabetreat,2023-08,3,177
HCP00007,Neuroheal,2023-08,2,156
HCP00007,Immunoboost,2023-08,4,180
HCP00007,Painrelief,2023-08,2,144
HCP00007,Cardiofix,2023-09,1,89
HCP00007,Diabetreat,2023-09,2,152
HCP00007,Neuroheal,2023-09,1,64
HCP00007,Immunoboost,2023-09,4,132
HCP00007,Painrelief,2023-09,3,267
HCP00007,Cardiofix,2023-10,2,162
HCP00007,Diabetreat,2023-10,3,204
HCP00007,Neuroheal,2023-10,1,37
HCP00007,Immunoboost,2023-10,5,215
HCP00007,Painrelief,2023-10,5,405
HCP00007,Cardiofix,2023-11,1,75
HCP00007,Diabetreat,2023-11,3,105
HCP00007,Neuroheal,2023-11,1,81
HCP00007,Immunoboost,2023-11,4,188
HCP00007,Painrelief,2023-11,3,90
HCP00007,Cardiofix,2023-12,1,37
HCP00007,Diabetreat,2023-12,3,150
HCP00007,Neuroheal,2023-12,1,57
